keyword_text,match_type,campaign_name,ad_group_name,campaign_id,ad_group_id,criterion_id,flag_type,flag_severity,flag_detail,impressions,clicks,cost,quality_score,ad_relevance,expected_ctr,landing_page_exp,class,bidding_mode,bidding_strategy_type,target_source,portfolio_name
arbeit auf dem bau,BROAD,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,306467831179,AR_BELOW_AVG,Medium,"Ad Relevance Below Avg. Route to /rsa-maker (copy); if Headline Test fails, surface pending keyword-restructurer brief (skill not yet built).",86,2,0.89,6,BELOW_AVG,ABOVE_AVG,AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
baustelle job,EXACT,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,333330587241,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,29,2,3.55,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
baustelle arbeit,BROAD,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,351539943762,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,227,33,40.02,6,AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
mitarbeiter baustelle,EXACT,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,665608696059,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,7,2,3.37,4,AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
heizungsinstallateur jobs,BROAD,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur,23473611323,194933381034,314512095563,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,671,47,81.17,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
heizungsinstallateur jobs zürich,BROAD,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur,23473611323,194933381034,1185690159756,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,434,48,84.18,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
montage elektriker jobs,BROAD,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,31829320056,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,460,36,75.18,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
elektriker job,BROAD,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,300901830212,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,45,1,0.53,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
elektriker basel,BROAD,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,313831746214,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,2,1,0.77,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
montage elektriker efz,BROAD,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,349728739356,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,151,9,15.38,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
montage elektriker efz,BROAD,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,349728739356,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,151,9,15.38,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
elektroniker efz,EXACT,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,372630950145,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,5,0,0.00,4,AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
montage elektriker jobs zürich,EXACT,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,389024344970,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
montageelektriker,BROAD,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,662796260626,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,2,0,0.00,2,AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
montageelektriker,BROAD,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,662796260626,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,2,0,0.00,2,AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gerüstbauer stellenangebote,EXACT,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,12301935760,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,11,1,1.42,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gerüstbauer stellenangebote,EXACT,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,12301935760,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,11,1,1.42,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gerüstbauer jobs,EXACT,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,12301937110,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,29,4,8.88,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gerüstbauer job,EXACT,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,27287116937,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,7,1,2.56,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gerüstbauer job,EXACT,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,27287116937,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,7,1,2.56,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gerüstbauer jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,307767267753,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,48,7,19.61,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
stellen gerüstbau,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,470415829340,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,81,9,20.26,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gerüstbauer stelle,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,1641588936132,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,39,8,13.23,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gerüstbau zürich jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,2487522744902,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,11,1,1.73,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
garten jobs,BROAD,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,301655667966,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,412,27,28.19,4,AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
job als gärtner,BROAD,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,309840000403,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,636,81,117.84,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gärtner jobs zürich,EXACT,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,315983469720,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,6,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gärtner arbeit,BROAD,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,326070154523,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,139,13,15.31,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gartenhilfe jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,353147795246,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,60,3,1.41,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
zierpflanzengärtner jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,359009509824,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
hilfsgärtner jobs,BROAD,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,362639620732,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,200,15,19.19,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gartenbauhelfer jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,383696322644,AR_BELOW_AVG,Medium,"Ad Relevance Below Avg. Route to /rsa-maker (copy); if Headline Test fails, surface pending keyword-restructurer brief (skill not yet built).",0,0,0.00,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gartenbauhelfer jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,383696322644,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,0,0,0.00,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gartenbauhelfer jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,383696322644,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gärtner stellen basel,EXACT,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,514943179108,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,42,1,1.64,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gärtner job in der nähe,EXACT,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,2565618609832,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,1,0,0.00,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
cnc jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur,23478160315,198596624624,18621642,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,48,1,0.27,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
,,EX | 25 | CH | SEARCH | LEAD | Brand,,1509955426,,,LOST_IS_RANK_NON_QS,Info,"Campaign has 39.4% Lost IS (rank) but weighted QS 9.97 is healthy — rank loss is NOT a QS issue. Investigate bid, ad strength, targeting, or competitive pressure. Route to /competitive-analyst or /offer-maker. Note: also losing 26.8% to budget — fix budget alongside QS.",2593,,,9.97,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Automatikmonteur,,20768068758,,,LOST_IS_RANK_NON_QS,Info,"Campaign has 53.8% Lost IS (rank) but weighted QS 6.62 is healthy — rank loss is NOT a QS issue. Investigate bid, ad strength, targeting, or competitive pressure. Route to /competitive-analyst or /offer-maker. Note: also losing 33.9% to budget — fix budget alongside QS.",900,,,6.62,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | DE | DACH | SEARCH | LEAD | UMLAND TEST,,20685916051,,,LOST_IS_RANK_QS,High,Campaign has 78.2% Lost IS (rank) AND weighted QS 4.34 < 6. QS is dragging rank — fixing components likely recovers traffic.,5065,,,4.34,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,,20702215351,,,LOST_IS_RANK_QS,High,Campaign has 58.1% Lost IS (rank) AND weighted QS 5.21 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 23.9% to budget — fix budget alongside QS.,1550,,,5.21,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Schweisser,,20691357994,,,LOST_IS_RANK_QS,High,Campaign has 61.4% Lost IS (rank) AND weighted QS 5.16 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 20.2% to budget — fix budget alongside QS.,1856,,,5.16,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Produktionsmechaniker,,20707086616,,,LOST_IS_RANK_QS,High,Campaign has 61.2% Lost IS (rank) AND weighted QS 3.42 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 26.5% to budget — fix budget alongside QS.,2840,,,3.42,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Maurer,,23478250789,,,LOST_IS_RANK_QS,High,Campaign has 51.9% Lost IS (rank) AND weighted QS 0.76 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 31.8% to budget — fix budget alongside QS.,977,,,0.76,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Sanitärinstallateur,,15210620323,,,LOST_IS_RANK_QS,High,Campaign has 46.3% Lost IS (rank) AND weighted QS 1.76 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 32.9% to budget — fix budget alongside QS.,1888,,,1.76,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Elektroinstallateur,,23369525700,,,LOST_IS_RANK_QS,High,Campaign has 43.6% Lost IS (rank) AND weighted QS 1.02 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 36.0% to budget — fix budget alongside QS.,4121,,,1.02,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Abdichter,,23473547006,,,LOST_IS_RANK_QS,High,Campaign has 50.8% Lost IS (rank) AND weighted QS 0.05 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 31.6% to budget — fix budget alongside QS.,1140,,,0.05,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Dachdecker,,6496821254,,,LOST_IS_RANK_QS,High,Campaign has 56.2% Lost IS (rank) AND weighted QS 4.55 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 26.7% to budget — fix budget alongside QS.,900,,,4.55,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Metallbauer,,15347327648,,,LOST_IS_RANK_QS,High,Campaign has 51.4% Lost IS (rank) AND weighted QS 0.75 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 28.2% to budget — fix budget alongside QS.,2143,,,0.75,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Zimmermann,,23468591016,,,LOST_IS_RANK_QS,High,Campaign has 55.2% Lost IS (rank) AND weighted QS 4.05 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 32.0% to budget — fix budget alongside QS.,1060,,,4.05,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,,23473551299,,,LOST_IS_RANK_QS,High,Campaign has 57.0% Lost IS (rank) AND weighted QS 4.14 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 24.5% to budget — fix budget alongside QS.,1016,,,4.14,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,,23468574954,,,LOST_IS_RANK_QS,High,Campaign has 48.2% Lost IS (rank) AND weighted QS 4.93 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 30.8% to budget — fix budget alongside QS.,1050,,,4.93,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,,23473633574,,,LOST_IS_RANK_QS,High,Campaign has 16.4% Lost IS (rank) AND weighted QS 2.10 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 32.9% to budget — fix budget alongside QS.,197,,,2.10,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Kranführer,,23468568174,,,LOST_IS_RANK_QS,High,Campaign has 49.0% Lost IS (rank) AND weighted QS 0.40 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 35.4% to budget — fix budget alongside QS.,899,,,0.40,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Maler,,6503042592,,,LOST_IS_RANK_QS,High,Campaign has 53.1% Lost IS (rank) AND weighted QS 3.28 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 30.3% to budget — fix budget alongside QS.,2140,,,3.28,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Automatiker,,15210620317,,,LOST_IS_RANK_QS,High,Campaign has 56.7% Lost IS (rank) AND weighted QS 4.13 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 28.9% to budget — fix budget alongside QS.,1945,,,4.13,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,,23478262294,,,LOST_IS_RANK_QS,High,Campaign has 52.5% Lost IS (rank) AND weighted QS 3.43 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 31.8% to budget — fix budget alongside QS.,2055,,,3.43,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Compeditor,,23619183073,,,LOST_IS_RANK_QS,High,Campaign has 58.0% Lost IS (rank) AND weighted QS 1.52 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 33.0% to budget — fix budget alongside QS.,7238,,,1.52,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,,23473611323,,,LOST_IS_RANK_QS,High,Campaign has 53.9% Lost IS (rank) AND weighted QS 2.03 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 26.1% to budget — fix budget alongside QS.,3115,,,2.03,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Gipser,,23468556621,,,LOST_IS_RANK_QS,High,Campaign has 55.4% Lost IS (rank) AND weighted QS 3.00 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 23.9% to budget — fix budget alongside QS.,2528,,,3.00,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,,23478160315,,,LOST_IS_RANK_QS,High,Campaign has 59.2% Lost IS (rank) AND weighted QS 2.22 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 28.5% to budget — fix budget alongside QS.,890,,,2.22,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,,23473587776,,,LOST_IS_RANK_QS,High,Campaign has 56.8% Lost IS (rank) AND weighted QS 3.64 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 21.3% to budget — fix budget alongside QS.,3023,,,3.64,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,,15145890855,,,LOST_IS_RANK_QS,High,Campaign has 48.3% Lost IS (rank) AND weighted QS 4.48 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 35.5% to budget — fix budget alongside QS.,1343,,,4.48,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,,23478231493,,,LOST_IS_RANK_QS,High,Campaign has 34.2% Lost IS (rank) AND weighted QS 3.60 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 28.2% to budget — fix budget alongside QS.,310,,,3.60,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 25 | CH | SEARCH | LEAD | Gärtner,,23468547546,,,LOST_IS_RANK_QS,High,Campaign has 57.7% Lost IS (rank) AND weighted QS 4.44 < 6. QS is dragging rank — fixing components likely recovers traffic. Note: also losing 26.5% to budget — fix budget alongside QS.,1904,,,4.44,,,,,SMART,MAXIMIZE_CONVERSIONS,,
,,EX | 26 | CH | SEARCH | LEAD | Grundbauer,,23473608146,,,LOST_IS_RANK_NON_QS,Info,"Campaign has 56.1% Lost IS (rank) but weighted QS n/a is healthy — rank loss is NOT a QS issue. Investigate bid, ad strength, targeting, or competitive pressure. Route to /competitive-analyst or /offer-maker. Note: also losing 31.3% to budget — fix budget alongside QS.",2339,,,,,,,,SMART,MAXIMIZE_CONVERSIONS,,
